Date,Global_active_power
21/12/2009,2034.966
22/12/2009,1888.022
23/12/2009,1455.2
24/12/2009,2905.894
25/12/2009,2127.648
26/12/2009,2183.618
27/12/2009,2195.452
28/12/2009,2094.098
29/12/2009,2047.968
30/12/2009,2451.11
31/12/2009,2211.892
1/1/2010,1224.252
2/1/2010,1308.836
3/1/2010,2083.454
4/1/2010,1604.132
5/1/2010,2219.78
6/1/2010,1777.18
7/1/2010,1769.442
8/1/2010,1797.208
9/1/2010,2336.9
10/1/2010,2508.466
11/1/2010,1518.684
12/1/2010,1282.538
13/1/2010,
14/1/2010,618.488
15/1/2010,2196.76
16/1/2010,2150.112
17/1/2010,1906.556
18/1/2010,1881.098
19/1/2010,2433.508
20/1/2010,2351.728
21/1/2010,2137.856
22/1/2010,1790.626
23/1/2010,2608.51
24/1/2010,2269.42
25/1/2010,1930.51
26/1/2010,2067.564
27/1/2010,2760.902
28/1/2010,2110.234
29/1/2010,2092.99
30/1/2010,2842.728
31/1/2010,1799.196
1/2/2010,1693.778
2/2/2010,2157.432
3/2/2010,2903.014
4/2/2010,2316.27
5/2/2010,2098.892
6/2/2010,2712.986
7/2/2010,1625.708
8/2/2010,2582.238
9/2/2010,2420.932
10/2/2010,1944.542
11/2/2010,1369.768
12/2/2010,1892.998
13/2/2010,2351.556
14/2/2010,1686.698
15/2/2010,2097.132
16/2/2010,1797.756
17/2/2010,2054.56
18/2/2010,1761.156
19/2/2010,1953.572
20/2/2010,1983.728
21/2/2010,2740.314
22/2/2010,1474.036
23/2/2010,1461.28
24/2/2010,1914.278
25/2/2010,1880.204
26/2/2010,2120.156
27/2/2010,1765.056
28/2/2010,711.666
1/3/2010,1298.728
2/3/2010,766.906
3/3/2010,935.834
4/3/2010,682.88
5/3/2010,1133.726
6/3/2010,794.712
7/3/2010,1372.472
8/3/2010,2557.098
9/3/2010,1760.112
10/3/2010,1822.632
